Province/State,Country/Region,Lat,Long,date,USstate,Province/State_Agg,dataIsCurrent,Confirmed,Deaths,Recovered
"Adams, IN",US,39.8522,-77.2865,2020-01-22,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-01-23,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-01-24,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-01-25,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-01-26,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-01-27,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-01-28,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-01-29,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-01-30,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-01-31,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-01,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-02,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-03,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-04,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-05,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-06,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-07,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-08,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-09,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-10,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-11,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-12,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-13,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-14,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-15,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-16,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-17,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-18,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-19,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-20,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-21,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-22,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-23,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-24,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-25,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-26,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-27,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-28,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-02-29,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-01,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-02,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-03,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-04,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-05,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-06,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-07,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-08,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-09,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-10,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-11,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-12,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-13,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-14,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-15,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-16,IN,Indiana,False,0,0,0
"Adams, IN",US,39.8522,-77.2865,2020-03-17,IN,Indiana,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-01-22,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-01-23,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-01-24,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-01-25,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-01-26,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-01-27,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-01-28,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-01-29,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-01-30,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-01-31,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-01,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-02,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-03,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-04,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-05,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-06,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-07,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-08,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-09,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-10,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-11,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-12,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-13,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-14,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-15,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-16,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-17,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-18,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-19,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-20,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-21,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-22,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-23,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-24,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-25,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-26,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-27,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-28,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-02-29,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-01,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-02,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-03,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-04,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-05,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-06,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-07,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-08,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-09,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-10,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-11,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-12,x,Alabama,False,0,0,0
Alabama,US,32.3182,-86.9023,2020-03-13,x,Alabama,False,5,0,0
Alabama,US,32.3182,-86.9023,2020-03-14,x,Alabama,True,6,0,0
Alabama,US,32.3182,-86.9023,2020-03-15,x,Alabama,True,12,0,0
Alabama,US,32.3182,-86.9023,2020-03-16,x,Alabama,True,29,0,0
Alabama,US,32.3182,-86.9023,2020-03-17,x,Alabama,True,39,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-01-22,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-01-23,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-01-24,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-01-25,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-01-26,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-01-27,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-01-28,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-01-29,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-01-30,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-01-31,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-01,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-02,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-03,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-04,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-05,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-06,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-07,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-08,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-09,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-10,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-11,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-12,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-13,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-14,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-15,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-16,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-17,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-18,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-19,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-20,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-21,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-22,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-23,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-24,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-25,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-26,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-27,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-28,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-02-29,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-01,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-02,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-03,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-04,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-05,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-06,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-07,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-08,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-09,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-10,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-11,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-12,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-13,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-14,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-15,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-16,FL,Florida,False,0,0,0
"Alachua, FL",US,29.7938,-82.4944,2020-03-17,FL,Florida,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-01-22,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-01-23,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-01-24,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-01-25,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-01-26,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-01-27,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-01-28,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-01-29,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-01-30,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-01-31,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-01,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-02,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-03,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-04,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-05,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-06,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-07,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-08,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-09,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-10,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-11,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-12,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-13,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-14,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-15,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-16,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-17,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-18,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-19,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-20,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-21,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-22,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-23,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-24,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-25,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-26,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-27,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-28,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-02-29,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-01,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-02,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-03,CA,California,False,1,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-04,CA,California,False,1,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-05,CA,California,False,1,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-06,CA,California,False,1,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-07,CA,California,True,2,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-08,CA,California,False,2,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-09,CA,California,False,2,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-10,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-11,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-12,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-13,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-14,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-15,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-16,CA,California,False,0,0,0
"Alameda County, CA",US,37.6017,-121.7195,2020-03-17,CA,California,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-01-22,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-01-23,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-01-24,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-01-25,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-01-26,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-01-27,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-01-28,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-01-29,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-01-30,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-01-31,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-01,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-02,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-03,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-04,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-05,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-06,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-07,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-08,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-09,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-10,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-11,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-12,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-13,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-14,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-15,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-16,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-17,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-18,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-19,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-20,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-21,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-22,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-23,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-24,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-25,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-26,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-27,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-28,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-02-29,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-01,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-02,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-03,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-04,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-05,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-06,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-07,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-08,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-09,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-10,x,Alaska,True,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-11,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-12,x,Alaska,False,0,0,0
Alaska,US,61.3707,-152.4044,2020-03-13,x,Alaska,False,1,0,0
Alaska,US,61.3707,-152.4044,2020-03-14,x,Alaska,False,1,0,0
Alaska,US,61.3707,-152.4044,2020-03-15,x,Alaska,False,1,0,0
Alaska,US,61.3707,-152.4044,2020-03-16,x,Alaska,False,1,0,0
Alaska,US,61.3707,-152.4044,2020-03-17,x,Alaska,True,3,0,0
Alberta,Canada,53.9333,-116.5765,2020-01-22,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-01-23,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-01-24,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-01-25,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-01-26,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-01-27,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-01-28,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-01-29,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-01-30,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-01-31,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-01,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-02,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-03,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-04,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-05,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-06,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-07,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-08,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-09,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-10,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-11,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-12,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-13,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-14,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-15,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-16,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-17,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-18,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-19,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-20,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-21,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-22,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-23,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-24,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-25,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-26,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-27,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-28,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-02-29,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-01,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-02,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-03,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-04,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-05,x,Alberta,False,0,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-06,x,Alberta,False,1,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-07,x,Alberta,False,2,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-08,x,Alberta,False,4,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-09,x,Alberta,True,7,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-10,x,Alberta,False,7,0,0
Alberta,Canada,53.9333,-116.5765,2020-03-11,x,Alberta,True,19,0,0
